price,const_type,net_m2,brut_m2,room,age,floor,no_of_floor,heating,due,deposit,no_of_bathroom,no_of_wc,in_site,furniture,location
1250,Betonarme,0,5,Stüdyo,11-20,1,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Kağıthane
1800,Betonarme,85,90,2+1,1-4,2,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Maltepe
2650,Betonarme,120,140,3+1,20 Ve Üzeri,2,2,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Ümraniye
4500,Betonarme,125,140,2+1,20 Ve Üzeri,4,4,Merkezi Doğalgaz,0,0,1,1,Hayır,Boş,Bakırköy
2000,Betonarme,55,75,1+1,5-10,-2,6,Kombi Doğalgaz,0,4000,1,1,Hayır,Eşyalı,Beyoğlu
2200,Betonarme,75,82,2+1,20 Ve Üzeri,0,4,Merkezi Doğalgaz,0,0,1,2,Hayır,Boş,Bahçelievler
3800,Betonarme,110,140,3+1,0 (Yeni),6,14,Kombi Doğalgaz,0,0,2,2,Hayır,Boş,Bağcılar
5000,Betonarme,105,130,3+1,0 (Yeni),4,9,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Ataşehir
2200,Betonarme,35,67,1+1,0 (Yeni),6,15,Merkezi (Pay Ölçer),0,4500,1,1,Evet,Boş,Küçükçekmece
2100,Betonarme,85,100,2+1,20 Ve Üzeri,4,5,Merkezi Doğalgaz,200,2000,1,1,Hayır,Boş,Fatih
1250,Betonarme,130,140,4+1,5-10,0,4,Kombi Doğalgaz,75,1250,1,2,Hayır,Boş,Sancaktepe
3900,Betonarme,120,130,3+1,20 Ve Üzeri,1,4,Kombi Doğalgaz,100,5000,1,1,Hayır,Eşyalı,Fatih
2000,Betonarme,75,86,1+1,1-4,-1,25,Merkezi (Pay Ölçer),0,0,1,1,Evet,Eşyalı,Esenyurt
2500,Betonarme,120,135,3+1,20 Ve Üzeri,0,5,Kombi Doğalgaz,0,2300,1,1,Hayır,Boş,Üsküdar
2450,Betonarme,35,45,1+1,1-4,13,18,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Kağıthane
3000,Betonarme,40,60,1+1,1-4,14,15,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Boş,Kağıthane
1800,Betonarme,100,105,3+1,5-10,5,5,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Kağıthane
4200,Betonarme,125,135,3+1,20 Ve Üzeri,0,8,Merkezi Doğalgaz,300,4200,1,2,Hayır,Boş,Beşiktaş
2000,Betonarme,90,100,2+1,20 Ve Üzeri,2,5,Kombi Doğalgaz,0,0,1,2,Hayır,Boş,Bahçelievler
2000,Betonarme,105,120,3+1,20 Ve Üzeri,1,5,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Bahçelievler
4200,Betonarme,65,80,1+1,5-10,4,16,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Kağıthane
2000,Betonarme,120,140,3+1,20 Ve Üzeri,0,14,Kombi Doğalgaz,140,4000,1,2,Hayır,Boş,Beylikdüzü
3000,Betonarme,45,46,Stüdyo,5-10,4,6,Merkezi (Pay Ölçer),736,0,1,1,Hayır,Boş,Şişli
3000,Betonarme,45,46,Stüdyo,5-10,3,6,Merkezi (Pay Ölçer),736,0,1,1,Hayır,Boş,Şişli
2700,Betonarme,45,46,Stüdyo,5-10,3,6,Merkezi (Pay Ölçer),736,0,1,1,Hayır,Boş,Şişli
1700,Betonarme,90,105,3+1,20 Ve Üzeri,0,5,Kombi Doğalgaz,0,3400,1,1,Hayır,Boş,Bahçelievler
3000,Betonarme,45,57,1+1,0 (Yeni),9,15,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Kağıthane
2550,Betonarme,110,130,2+1,11-20,0,7,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Başakşehir
4200,Betonarme,130,140,3+1,20 Ve Üzeri,3,5,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Beşiktaş
4000,Betonarme,85,90,2+1,20 Ve Üzeri,2,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Sarıyer
2000,Betonarme,75,80,1+1,5-10,3,3,Kombi Doğalgaz,0,2000,1,1,Hayır,Eşyalı,Sarıyer
5000,Betonarme,50,55,Stüdyo,0 (Yeni),8,13,Other,0,0,1,1,Hayır,Eşyalı,Sarıyer
3000,Betonarme,90,110,2+1,1-4,7,8,Merkezi (Pay Ölçer),100,6000,1,1,Hayır,Boş,Küçükçekmece
1800,Betonarme,65,70,2+1,11-20,0,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Sarıyer
1700,Betonarme,75,80,2+1,20 Ve Üzeri,0,4,Kombi Doğalgaz,25,1700,1,1,Hayır,Boş,Üsküdar
2350,Betonarme,123,160,3+1,5-10,0,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bayrampaşa
2000,Betonarme,70,85,2+1,20 Ve Üzeri,0,4,Kombi Doğalgaz,100,3000,1,1,Hayır,Boş,Bakırköy
1400,Betonarme,100,110,2+1,11-20,4,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Küçükçekmece
1400,Betonarme,33,48,Stüdyo,1-4,3,8,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Eşyalı,Pendik
5300,Betonarme,160,170,4+1,20 Ve Üzeri,1,13,Merkezi Doğalgaz,389,5300,1,1,Hayır,Boş,Beşiktaş
1300,Betonarme,80,92,2+1,20 Ve Üzeri,1,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Üsküdar
1800,Betonarme,50,55,1+1,5-10,1,1,Kombi Doğalgaz,0,1800,1,1,Hayır,Eşyalı,Sarıyer
850,Betonarme,109,110,2+1,11-20,1,3,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Pendik
4000,Betonarme,100,120,2+1,20 Ve Üzeri,4,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Beşiktaş
1000,Betonarme,145,155,3+1,20 Ve Üzeri,2,3,Kombi Doğalgaz,0,1000,1,1,Hayır,Boş,Pendik
2500,Betonarme,80,85,2+1,20 Ve Üzeri,0,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Beşiktaş
3500,Betonarme,165,183,3+1,0 (Yeni),6,9,Merkezi (Pay Ölçer),0,7000,2,2,Evet,Boş,Avcılar
2000,Betonarme,95,100,2+1,11-20,1,5,Kombi Doğalgaz,0,2000,1,2,Hayır,Boş,Bayrampaşa
1300,Betonarme,9,30,Stüdyo,1-4,2,6,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Eşyalı,Bahçelievler
1200,Betonarme,4,5,Stüdyo,1-4,1,5,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Eşyalı,Bahçelievler
1300,Betonarme,9,30,Stüdyo,1-4,0,6,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Eşyalı,Bahçelievler
3600,Betonarme,65,75,Stüdyo,1-4,7,20,Merkezi (Pay Ölçer),450,7200,1,1,Hayır,Boş,Sarıyer
4750,Betonarme,125,140,3+1,20 Ve Üzeri,3,4,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Kadıköy
2100,Betonarme,85,107,2+1,5-10,0,7,Merkezi (Pay Ölçer),462,0,1,1,Hayır,Boş,Sultanbeyli
3500,Betonarme,65,75,Stüdyo,1-4,6,20,Merkezi (Pay Ölçer),450,7000,1,1,Hayır,Boş,Sarıyer
5250,Betonarme,75,85,1+1,1-4,10,20,Merkezi (Pay Ölçer),0,10500,1,1,Hayır,Boş,Sarıyer
5000,Betonarme,75,85,1+1,1-4,11,20,Merkezi (Pay Ölçer),0,10000,1,1,Hayır,Boş,Sarıyer
1400,Betonarme,90,118,2+1,0 (Yeni),3,10,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Esenyurt
2500,Betonarme,72,80,1+1,1-4,18,30,Merkezi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Esenyurt
1850,Betonarme,85,95,2+1,5-10,4,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Ümraniye
1100,Betonarme,100,125,2+1,11-20,2,2,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Pendik
1250,Betonarme,89,90,1+1,0 (Yeni),7,10,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Esenyurt
4350,Betonarme,65,71,1+1,5-10,6,12,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Şişli
1500,Betonarme,70,75,1+1,1-4,0,5,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Ümraniye
2250,Betonarme,130,140,2+1,5-10,3,4,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Avcılar
1400,Betonarme,110,118,2+1,0 (Yeni),6,10,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Esenyurt
2500,Betonarme,110,155,2+1,20 Ve Üzeri,3,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Fatih
1750,Betonarme,60,65,1+1,20 Ve Üzeri,4,5,Other,0,0,1,1,Hayır,Boş,Fatih
1600,Betonarme,130,140,3+1,0 (Yeni),2,3,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Esenyurt
3000,Betonarme,100,110,2+1,20 Ve Üzeri,-3,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Fatih
3750,Betonarme,105,110,3+1,20 Ve Üzeri,2,5,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Fatih
2600,Betonarme,150,170,3+1,5-10,15,24,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Esenyurt
3500,Betonarme,65,80,2+1,1-4,11,17,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Zeytinburnu
2600,Betonarme,48,68,1+1,1-4,7,17,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Zeytinburnu
2500,Betonarme,90,120,2+1,5-10,20,30,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Esenyurt
3500,Betonarme,95,105,2+1,1-4,14,30,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Eşyalı,Esenyurt
3000,Betonarme,80,95,1+1,5-10,13,30,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Eşyalı,Esenyurt
2600,Betonarme,33,64,1+1,1-4,1,5,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Zeytinburnu
2500,Betonarme,80,85,2+1,20 Ve Üzeri,-2,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Fatih
2000,Betonarme,55,60,1+1,20 Ve Üzeri,0,5,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Fatih
1250,Betonarme,78,90,1+1,1-4,10,10,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Esenyurt
1250,Betonarme,30,35,Stüdyo,5-10,0,3,Other,0,0,1,1,Hayır,Eşyalı,Fatih
1800,Betonarme,65,70,1+1,1-4,9,25,Merkezi Doğalgaz,0,0,1,1,Hayır,Boş,Esenyurt
1750,Betonarme,70,75,2+1,20 Ve Üzeri,2,3,Other,0,0,1,1,Hayır,Boş,Fatih
2750,Betonarme,5,45,Stüdyo,5-10,4,5,Merkezi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Kağıthane
1500,Betonarme,80,90,2+1,1-4,1,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Gaziosmanpaşa
1400,Betonarme,34,35,Stüdyo,11-20,1,5,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Eşyalı,Bahçelievler
1200,Betonarme,9,30,Stüdyo,1-4,1,6,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Eşyalı,Bahçelievler
1400,Betonarme,54,55,1+1,1-4,3,6,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Bahçelievler
2300,Betonarme,75,80,2+1,11-20,2,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Fatih
3750,Betonarme,130,145,3+1,0 (Yeni),2,4,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Boş,Maltepe
1550,Betonarme,70,75,2+1,20 Ve Üzeri,2,7,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Kartal
900,Betonarme,55,65,1+1,5-10,5,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
1500,Betonarme,120,145,Other,5-10,5,5,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Pendik
1000,Betonarme,75,85,2+1,5-10,0,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
4000,Betonarme,47,87,1+1,1-4,13,23,Merkezi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Gaziosmanpaşa
2850,Betonarme,120,130,3+1,11-20,0,7,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Çekmeköy
1100,Betonarme,60,65,1+1,11-20,0,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Ümraniye
2500,Betonarme,140,150,3+1,11-20,11,15,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Beylikdüzü
3950,Betonarme,144,186,3+1,5-10,1,2,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Eyüpsultan
2000,Betonarme,100,109,3+1,11-20,0,4,Merkezi Doğalgaz,250,2000,1,2,Hayır,Boş,Gaziosmanpaşa
1450,Betonarme,130,140,3+1,11-20,1,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
1300,Betonarme,120,130,3+1,11-20,4,4,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Pendik
2600,Betonarme,40,45,Stüdyo,5-10,4,6,Merkezi (Pay Ölçer),736,0,1,1,Hayır,Boş,Şişli
1450,Betonarme,52,64,1+1,5-10,6,11,Merkezi (Pay Ölçer),385,0,1,1,Hayır,Boş,Sultanbeyli
2550,Betonarme,75,90,2+1,1-4,1,5,Merkezi Doğalgaz,250,5000,1,1,Evet,Eşyalı,Beylikdüzü
2500,Betonarme,70,75,2+1,20 Ve Üzeri,3,4,Kombi Doğalgaz,70,2500,1,1,Hayır,Boş,Beşiktaş
1950,Betonarme,95,105,3+1,20 Ve Üzeri,2,5,Kombi Doğalgaz,30,0,1,1,Hayır,Boş,Bahçelievler
2500,Betonarme,70,91,1+1,1-4,1,4,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Beylikdüzü
2300,Betonarme,80,90,2+1,0 (Yeni),3,12,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Kağıthane
1450,Betonarme,55,75,2+1,1-4,0,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Eyüpsultan
1400,Betonarme,85,105,3+1,0 (Yeni),4,7,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
4600,Betonarme,135,155,3+1,20 Ve Üzeri,10,13,Merkezi Doğalgaz,0,0,2,1,Hayır,Boş,Kadıköy
2550,Betonarme,110,135,3+1,11-20,1,8,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Ümraniye
2000,Betonarme,80,95,2+1,20 Ve Üzeri,4,4,Kombi Doğalgaz,40,2000,1,1,Hayır,Boş,Maltepe
2500,Betonarme,75,80,2+1,20 Ve Üzeri,2,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Kadıköy
3300,Betonarme,120,140,3+1,20 Ve Üzeri,0,7,Merkezi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Kadıköy
1250,Betonarme,54,55,1+1,20 Ve Üzeri,0,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bahçelievler
1600,Betonarme,85,110,3+1,11-20,1,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Eyüpsultan
2500,Betonarme,50,65,1+1,0 (Yeni),12,14,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Kağıthane
1600,Betonarme,85,100,2+1,20 Ve Üzeri,3,7,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Eyüpsultan
1000,Betonarme,80,90,1+1,11-20,2,4,Kombi Doğalgaz,0,1000,1,1,Hayır,Boş,Ümraniye
1200,Betonarme,80,90,2+1,5-10,0,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Maltepe
1400,Betonarme,70,85,2+1,1-4,0,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Ataşehir
1000,Betonarme,120,140,3+1,11-20,3,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
1300,Betonarme,88,100,2+1,5-10,7,7,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Pendik
1500,Betonarme,48,55,1+1,5-10,24,27,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Eşyalı,Esenyurt
3800,Betonarme,120,140,3+1,20 Ve Üzeri,2,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Fatih
1400,Betonarme,85,100,2+1,5-10,3,5,Kombi Doğalgaz,0,1400,1,1,Hayır,Boş,Pendik
2700,Betonarme,97,110,2+1,5-10,14,25,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Boş,Esenyurt
1250,Betonarme,60,85,1+1,5-10,0,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Maltepe
1550,Betonarme,80,85,1+1,11-20,1,4,Merkezi Doğalgaz,265,2000,1,1,Evet,Boş,Üsküdar
2950,Betonarme,115,130,3+1,11-20,1,7,Kombi Doğalgaz,0,0,1,2,Hayır,Boş,Sarıyer
1300,Betonarme,60,65,1+1,20 Ve Üzeri,1,5,Other,40,1300,1,1,Hayır,Eşyalı,Bahçelievler
1500,Betonarme,70,71,2+1,20 Ve Üzeri,2,4,Kombi Doğalgaz,35,0,2,1,Hayır,Boş,Üsküdar
2500,Betonarme,85,96,2+1,5-10,1,7,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Başakşehir
2500,Betonarme,100,105,2+1,20 Ve Üzeri,1,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Fatih
2100,Betonarme,80,95,2+1,1-4,11,14,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Başakşehir
1800,Betonarme,110,140,2+1,1-4,20,25,Kombi Doğalgaz,390,0,2,1,Hayır,Boş,Esenyurt
1200,Betonarme,75,80,2+1,1-4,3,8,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Sultanbeyli
1050,Betonarme,55,60,1+1,5-10,-1,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Eyüpsultan
1200,Betonarme,65,70,1+1,20 Ve Üzeri,4,4,Kombi Doğalgaz,10,1200,1,1,Hayır,Boş,Kağıthane
1600,Betonarme,95,105,2+1,20 Ve Üzeri,3,5,Kombi Doğalgaz,0,1600,2,1,Hayır,Boş,Ümraniye
4000,Betonarme,100,128,2+1,5-10,9,12,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Esenyurt
1250,Betonarme,85,95,3+1,11-20,-1,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Gaziosmanpaşa
3200,Betonarme,95,120,3+1,20 Ve Üzeri,2,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Sarıyer
2200,Betonarme,140,170,2+1,11-20,0,15,Kombi Doğalgaz,150,0,1,1,Hayır,Boş,Esenyurt
2100,Betonarme,60,65,1+1,20 Ve Üzeri,0,5,Isıtma Yok,0,0,1,1,Hayır,Eşyalı,Bakırköy
3000,Betonarme,110,125,3+1,20 Ve Üzeri,9,10,Merkezi Doğalgaz,0,0,2,1,Hayır,Boş,Kadıköy
1800,Betonarme,75,85,2+1,5-10,10,13,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Başakşehir
1200,Betonarme,90,130,2+1,1-4,3,3,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Sancaktepe
1900,Betonarme,55,73,1+1,5-10,3,5,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Sancaktepe
1100,Betonarme,80,85,2+1,20 Ve Üzeri,4,4,Kombi Doğalgaz,0,1100,1,1,Hayır,Eşyalı,Üsküdar
1200,Betonarme,65,70,1+1,11-20,0,4,Kombi Doğalgaz,30,1200,1,1,Hayır,Boş,Kağıthane
2800,Betonarme,120,125,3+1,20 Ve Üzeri,-3,4,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Fatih
2000,Betonarme,80,85,2+1,20 Ve Üzeri,2,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Bakırköy
2000,Betonarme,85,100,3+1,5-10,0,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Kartal
3000,Betonarme,55,75,2+1,1-4,7,17,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Zeytinburnu
3000,Betonarme,60,70,1+1,5-10,4,18,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Bayrampaşa
2000,Betonarme,115,125,2+1,5-10,3,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Avcılar
3500,Betonarme,120,125,3+1,11-20,-3,4,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Fatih
1100,Betonarme,120,130,3+1,11-20,0,5,Kombi Doğalgaz,0,1100,1,1,Hayır,Boş,Sancaktepe
2250,Betonarme,125,130,2+1,5-10,2,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Sarıyer
1200,Betonarme,60,65,1+1,1-4,2,4,Kombi Doğalgaz,0,1200,1,1,Hayır,Boş,Ümraniye
800,Betonarme,80,90,2+1,11-20,0,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Sancaktepe
1000,Betonarme,34,35,1+1,5-10,2,4,Kombi Doğalgaz,0,1000,1,1,Hayır,Eşyalı,Sarıyer
900,Betonarme,30,35,Stüdyo,20 Ve Üzeri,1,4,Other,0,0,1,1,Hayır,Boş,Fatih
2650,Betonarme,48,68,1+1,1-4,22,22,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Kadıköy
1350,Betonarme,33,55,Stüdyo,5-10,10,10,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Sancaktepe
1900,Betonarme,46,56,1+1,1-4,2,24,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Kartal
3500,Betonarme,135,140,3+1,20 Ve Üzeri,5,6,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Maltepe
2100,Betonarme,95,115,3+1,5-10,4,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Pendik
2550,Betonarme,75,90,2+1,1-4,1,5,Merkezi Doğalgaz,250,5000,1,1,Evet,Eşyalı,Beylikdüzü
2400,Betonarme,35,45,Stüdyo,0 (Yeni),8,15,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Sarıyer
5400,Betonarme,70,85,1+1,5-10,5,20,Merkezi Doğalgaz,420,0,1,1,Hayır,Boş,Sarıyer
3650,Betonarme,55,65,Stüdyo,1-4,11,32,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Sarıyer
2750,Betonarme,80,85,2+1,1-4,2,5,Kombi Doğalgaz,0,0,1,1,Hayır,Eşyalı,Şişli
1250,Betonarme,90,100,2+1,0 (Yeni),3,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Sultanbeyli
1450,Betonarme,40,56,1+1,5-10,1,8,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Tuzla
1800,Betonarme,52,100,1+1,1-4,3,5,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Tuzla
1300,Betonarme,70,88,2+1,5-10,0,13,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Tuzla
1800,Betonarme,65,68,1+1,1-4,4,25,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Esenyurt
3500,Betonarme,94,146,3+1,1-4,2,5,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Boş,Tuzla
1350,Betonarme,58,70,1+1,5-10,6,9,Merkezi Doğalgaz,0,0,1,1,Hayır,Boş,Tuzla
1600,Betonarme,55,60,1+1,11-20,0,4,Kombi Doğalgaz,0,3200,1,1,Hayır,Eşyalı,Üsküdar
1200,Betonarme,55,60,1+1,20 Ve Üzeri,0,4,Kombi Doğalgaz,0,1200,1,1,Hayır,Boş,Ümraniye
2000,Betonarme,87,92,2+1,5-10,19,27,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Boş,Esenyurt
2300,Betonarme,70,88,2+1,5-10,27,30,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Kartal
2100,Betonarme,100,120,3+1,11-20,0,5,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Gaziosmanpaşa
1800,Betonarme,80,110,2+1,20 Ve Üzeri,2,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Eyüpsultan
2950,Betonarme,150,180,3+1,20 Ve Üzeri,7,7,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Gaziosmanpaşa
1850,Betonarme,34,44,Stüdyo,1-4,13,14,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Eyüpsultan
3000,Betonarme,90,115,2+1,1-4,14,14,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Eyüpsultan
2500,Betonarme,70,95,2+1,5-10,1,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Eyüpsultan
1800,Betonarme,55,70,1+1,0 (Yeni),0,3,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Eyüpsultan
2500,Betonarme,106,130,2+1,1-4,8,10,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Gaziosmanpaşa
1900,Betonarme,110,125,3+1,11-20,5,5,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Eyüpsultan
1500,Betonarme,110,120,2+1,1-4,5,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Sancaktepe
3800,Betonarme,115,125,3+1,20 Ve Üzeri,0,5,Merkezi Doğalgaz,100,0,1,1,Hayır,Boş,Beşiktaş
1800,Betonarme,75,85,2+1,5-10,7,10,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Ümraniye
2200,Betonarme,80,85,2+1,20 Ve Üzeri,4,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Üsküdar
3200,Betonarme,85,101,2+1,1-4,13,16,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Eşyalı,Esenyurt
3600,Betonarme,87,112,2+1,1-4,11,22,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Boş,Kadıköy
3500,Betonarme,87,112,2+1,1-4,6,22,Merkezi (Pay Ölçer),0,0,2,1,Hayır,Boş,Kadıköy
4500,Betonarme,175,195,Other,20 Ve Üzeri,4,4,Kombi Doğalgaz,0,0,2,1,Hayır,Boş,Bahçelievler
1300,Betonarme,33,55,1+1,5-10,4,11,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Sancaktepe
4000,Betonarme,60,90,1+1,1-4,9,30,Merkezi (Pay Ölçer),0,0,1,1,Hayır,Boş,Kartal
900,Betonarme,70,75,1+1,11-20,0,5,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Ümraniye
1500,Betonarme,110,115,3+1,20 Ve Üzeri,4,5,Kombi Doğalgaz,20,1500,1,1,Hayır,Boş,Bahçelievler
5000,Betonarme,115,130,3+1,0 (Yeni),4,11,Kombi Doğalgaz,150,5000,2,1,Hayır,Boş,Ataşehir
2200,Betonarme,80,85,2+1,20 Ve Üzeri,3,4,Kombi Doğalgaz,0,2200,1,1,Hayır,Boş,Fatih
2790,Betonarme,100,110,2+1,5-10,1,4,Kombi Doğalgaz,0,0,1,1,Hayır,Boş,Kağıthane
2750,Betonarme,80,85,2+1,20 Ve Üzeri,3,3,Kombi Doğalgaz,25,2750,1,1,Hayır,Boş,Fatih
